Age,Gender,Profession,Marital_status,Education,No_of_Dependents,Personal_loan,House_loan,Partner_working,Salary,Partner_salary,Total_salary,Price,Make
31,Female,Salaried,Married,Post Graduate,1,No,Yes,No,60900,0,60900,35000,Sedan
31,Male,Salaried,Married,Post Graduate,2,Yes,No,No,58300,0,58300,49000,Sedan
31,Male,Salaried,Married,Post Graduate,1,Yes,No,No,58800,0,58800,31000,Sedan
31,Female,Salaried,Married,Graduate,1,No,Yes,No,42200,0,42200,48000,SUV
31,Female,Salaried,Married,Graduate,2,No,Yes,No,40300,,40300,37000,Sedan
31,Male,Business,Married,Graduate,2,Yes,No,No,39400,0,39400,37000,Sedan
31,Male,Business,Married,Graduate,1,No,No,No,38900,,38900,53000,Sedan
30,Male,Salaried,Married,Post Graduate,4,No,Yes,Yes,80600,40400,121000,30000,Hatchback
30,Male,Business,Married,Post Graduate,2,Yes,No,Yes,78500,40800,119300,31000,Sedan
30,Male,Salaried,Married,Post Graduate,4,Yes,Yes,Yes,72900,45700,118600,31000,Hatchback
30,Male,Business,Married,Post Graduate,3,No,Yes,Yes,74000,40000,114000,25000,Hatchback
30,Male,Salaried,Married,Post Graduate,3,Yes,Yes,Yes,72400,40200,112600,22000,Hatchback
30,Male,Business,Married,Post Graduate,4,Yes,Yes,Yes,77300,32700,110000,28000,Sedan
30,Female,Salaried,Married,Post Graduate,3,No,No,Yes,78700,30600,109300,25000,Hatchback
30,Male,Business,Married,Post Graduate,2,Yes,No,Yes,65600,40400,106000,34000,Sedan
30,Male,Salaried,Married,Post Graduate,4,Yes,No,Yes,77300,28200,105500,33000,Hatchback
30,Male,Salaried,Married,Post Graduate,2,Yes,No,Yes,65400,38900,104300,42000,Sedan
30,Male,Salaried,Married,Post Graduate,2,No,Yes,Yes,63900,40800,104700,41000,Sedan
30,Male,Salaried,Married,Post Graduate,1,Yes,No,Yes,58100,45600,103700,39000,Sedan
30,Male,Salaried,Married,Post Graduate,2,No,No,Yes,75900,28000,103900,29000,Hatchback
30,Male,Business,Married,Post Graduate,2,No,Yes,Yes,62700,40000,102700,53000,Sedan
30,Male,Business,Married,Post Graduate,3,Yes,Yes,Yes,72300,30300,102600,23000,Hatchback
30,Male,Business,Married,Post Graduate,3,No,Yes,Yes,62700,40900,103600,21000,Sedan
30,Male,Salaried,Married,Post Graduate,1,No,Yes,Yes,63400,38200,101600,47000,Sedan
30,Male,Salaried,Married,Post Graduate,2,No,No,Yes,61100,40600,101700,33000,Hatchback
30,Male,Salaried,Married,Post Graduate,2,No,No,Yes,76300,600,76900,20000,Hatchback
30,Male,Business,Married,Post Graduate,3,Yes,No,Yes,70300,30900,101200,24000,Sedan
30,Male,Salaried,Married,Post Graduate,3,No,No,Yes,69300,30900,100200,23000,Sedan
30,Male,Salaried,Married,Post Graduate,4,Yes,Yes,Yes,66200,32600,98800,28000,Sedan
30,Male,Business,Married,Post Graduate,2,No,No,Yes,68400,30200,98600,24000,Hatchback
30,Female,Salaried,Married,Post Graduate,2,No,No,Yes,59200,38200,97400,48000,Sedan
30,Male,Business,Married,Post Graduate,2,No,No,Yes,56600,40600,97200,38000,Sedan
30,Male,Salaried,Married,Post Graduate,3,No,Yes,Yes,66600,30000,96600,24000,Hatchback
30,Male,Salaried,Married,Graduate,3,No,No,Yes,56800,40000,96800,23000,Sedan
30,Male,Business,Married,Post Graduate,4,No,No,Yes,67900,28600,96500,32000,Hatchback
30,Male,Salaried,Married,Post Graduate,3,No,Yes,Yes,64500,30100,94600,24000,Sedan
30,Male,Business,Married,Post Graduate,3,No,Yes,Yes,65100,28500,93600,32000,Hatchback
30,Male,Business,Married,Post Graduate,1,Yes,No,Yes,62300,600,62900,33000,Sedan
30,Male,Business,Married,Post Graduate,4,Yes,Yes,Yes,64700,,93200,30000,Hatchback
30,Male,Salaried,Married,Post Graduate,4,No,Yes,Yes,62600,30900,93500,28000,Hatchback
30,Male,Business,Married,Post Graduate,2,Yes,Yes,Yes,67100,25100,92200,19000,Sedan
30,Female,Salaried,Married,Post Graduate,2,No,Yes,Yes,65900,26700,92600,55000,Sedan
30,Male,Business,Married,Post Graduate,4,No,Yes,Yes,62700,28000,90700,30000,Hatchback
30,Male,Business,Married,Post Graduate,3,Yes,Yes,Yes,65300,25100,90400,21000,Sedan
30,Male,Salaried,Married,Post Graduate,2,Yes,No,Yes,61900,28200,90100,29000,Hatchback
30,,Business,Married,Post Graduate,4,No,No,Yes,67700,26600,94300,18000,Sedan
30,Male,Salaried,Married,Post Graduate,2,No,No,Yes,63400,24200,87600,48000,Sedan
30,Male,Salaried,Married,Post Graduate,3,No,Yes,Yes,60200,700,60900,20000,Hatchback
30,Male,Salaried,Married,Graduate,3,No,No,Yes,54300,30100,84400,25000,Hatchback
30,Female,Salaried,Married,Graduate,2,Yes,Yes,Yes,43900,40700,84600,39000,Sedan
30,Male,Salaried,Married,Graduate,2,Yes,Yes,Yes,53700,30600,84300,26000,Sedan
30,Male,Business,Married,Graduate,3,No,No,Yes,57200,25900,83100,20000,Sedan
30,Male,Salaried,Married,Graduate,2,No,No,Yes,41300,40100,81400,37000,Sedan
30,Male,Business,Married,Graduate,2,No,No,Yes,41200,40800,82000,26000,Sedan
30,Male,Salaried,Married,Graduate,2,Yes,Yes,Yes,51400,30000,81400,23000,Hatchback
30,Male,Business,Single,Post Graduate,2,No,No,No,80100,0,80100,32000,Hatchback
30,Male,Business,Married,Post Graduate,2,Yes,No,No,80900,0,80900,30000,Hatchback
30,Male,Salaried,Married,Graduate,1,Yes,Yes,Yes,38900,40900,79800,51000,Sedan
30,Female,Business,Married,Graduate,1,No,Yes,Yes,38200,38700,76900,53000,Sedan
30,Male,Business,Married,Graduate,4,Yes,Yes,Yes,52700,24200,76900,29000,Sedan
30,Male,Business,Married,Graduate,4,No,No,Yes,54400,22100,76500,29000,Hatchback
30,Female,Business,Married,Graduate,2,Yes,Yes,Yes,37000,38800,75800,41000,Sedan
30,Male,Salaried,Married,Graduate,2,Yes,Yes,Yes,45600,30300,75900,26000,Sedan
30,Male,Salaried,Married,Graduate,3,No,Yes,Yes,50000,25400,75400,19000,Sedan
30,Male,Salaried,Single,Post Graduate,2,Yes,Yes,No,74900,0,74900,31000,Hatchback
30,Male,Salaried,Married,Post Graduate,3,Yes,No,No,73900,,73900,33000,Hatchback
30,Male,Business,Married,Graduate,3,No,Yes,Yes,45000,28400,73400,29000,Hatchback
30,Male,Salaried,Married,Post Graduate,3,No,No,No,73000,0,73000,23000,Sedan
30,Male,Business,Married,Graduate,3,No,Yes,Yes,43600,30100,73700,22000,Hatchback
30,Male,Business,Married,Post Graduate,3,No,Yes,No,73600,0,73600,20000,Hatchback
30,Male,Business,Married,Graduate,3,Yes,Yes,Yes,45300,27800,73100,25000,Hatchback
30,Male,Business,Married,Graduate,4,Yes,Yes,Yes,43800,28300,72100,30000,Hatchback
30,Male,Business,Married,Post Graduate,3,Yes,No,No,71000,,71000,28000,Hatchback
30,Male,Salaried,Single,Post Graduate,2,No,No,No,71600,0,71600,28000,Hatchback
30,Male,Salaried,Married,Post Graduate,4,Yes,Yes,No,70800,0,70800,32000,Hatchback
30,Male,Salaried,Married,Graduate,4,Yes,Yes,Yes,42200,28300,70500,30000,Hatchback
30,Male,Salaried,Married,Post Graduate,4,Yes,Yes,No,70200,0,70200,28000,Sedan
30,Male,Salaried,Married,Post Graduate,3,Yes,No,No,70600,,70600,24000,Sedan
30,Male,Business,Married,Graduate,3,No,No,Yes,45900,25500,71400,21000,Sedan
30,Male,Salaried,Married,Post Graduate,3,No,No,No,70400,0,70400,21000,Sedan
30,Male,Business,Married,Post Graduate,2,Yes,Yes,No,70500,0,70500,20000,Hatchback
30,Male,Salaried,Married,Post Graduate,4,No,Yes,No,69600,0,69600,32000,Hatchback
30,Male,Business,Married,Graduate,3,No,No,Yes,44200,800,45000,20000,Hatchback
30,,Business,Married,Graduate,2,No,No,Yes,42600,800,43400,18000,Sedan
30,Male,Business,Married,Post Graduate,3,Yes,Yes,No,67700,0,67700,28000,Sedan
30,Male,Business,Single,Post Graduate,0,Yes,No,No,67000,0,67000,22000,Hatchback
30,Male,Business,Married,Post Graduate,3,No,No,No,67200,0,67200,20000,Sedan
30,Male,Salaried,Married,Graduate,3,No,No,Yes,40100,26600,66700,31000,Sedan
30,Male,Salaried,Married,Post Graduate,3,No,Yes,No,65800,0,65800,32000,Hatchback
30,Male,Business,Single,Post Graduate,2,No,No,No,65500,0,65500,30000,Hatchback
30,Male,Business,Married,Post Graduate,3,Yes,No,No,65100,,65100,27000,Sedan
30,Female,Salaried,Married,Post Graduate,3,No,No,No,65900,0,65900,25000,Hatchback
30,Male,Salaried,Married,Post Graduate,3,Yes,No,No,65400,0,65400,23000,Sedan
30,Male,Salaried,Married,Post Graduate,3,No,No,No,65500,0,65500,20000,Hatchback
30,Male,Business,Single,Post Graduate,2,Yes,Yes,No,64900,0,64900,30000,Hatchback
30,Female,Salaried,Married,Post Graduate,3,Yes,No,No,64500,0,64500,29000,Hatchback
30,Male,Business,Single,Post Graduate,1,Yes,No,No,63600,0,63600,53000,Sedan
30,Male,Salaried,Married,Graduate,1,Yes,No,Yes,36000,26800,62800,49000,Sedan
30,Female,Business,Married,Post Graduate,1,Yes,No,No,62200,0,62200,31000,SUV
30,Male,Salaried,Married,Post Graduate,3,No,Yes,No,62400,0,62400,18000,Sedan
30,Male,Salaried,Married,Post Graduate,1,Yes,No,No,61800,0,61800,36000,Sedan
30,Female,Salaried,Married,Post Graduate,2,No,No,No,61500,0,61500,34000,Sedan
30,Male,Business,Married,Post Graduate,2,Yes,No,No,61300,0,61300,31000,Sedan
30,Male,Business,Married,Graduate,2,Yes,No,Yes,35500,24000,59500,43000,Sedan
30,Female,Salaried,Married,Graduate,2,No,Yes,No,58100,0,58100,32000,Hatchback
30,Male,Business,Married,Graduate,3,No,Yes,No,57700,0,57700,27000,Sedan
30,Male,Business,Married,Graduate,4,Yes,No,No,56500,0,56500,31000,Sedan
30,Male,Business,Single,Graduate,2,Yes,No,No,56300,0,56300,23000,Hatchback
30,Male,Salaried,Married,Graduate,2,No,Yes,No,54800,0,54800,31000,Sedan
30,Male,Salaried,Married,Graduate,3,Yes,Yes,No,53200,0,53200,26000,Hatchback
30,Female,Salaried,Married,Graduate,4,Yes,Yes,No,52700,0,52700,30000,Hatchback
30,Male,Business,Married,Graduate,3,Yes,No,No,51300,0,51300,24000,Sedan
30,Male,Business,Married,Graduate,3,Yes,No,No,49500,0,49500,23000,Sedan
30,Male,Salaried,Single,Graduate,2,No,Yes,No,46000,0,46000,26000,Hatchback
30,Female,Salaried,Married,Graduate,1,Yes,No,No,44800,0,44800,50000,Sedan
30,Male,Salaried,Married,Graduate,2,Yes,No,No,43600,0,43600,33000,Hatchback
30,Male,Business,Married,Graduate,1,No,No,No,42700,0,42700,33000,Sedan
30,Male,Salaried,Married,Graduate,4,No,Yes,No,42300,0,42300,31000,Hatchback
30,Male,Salaried,Married,Graduate,4,No,No,No,41900,0,41900,32000,Hatchback
30,,Salaried,Married,Graduate,3,No,No,No,40300,0,40300,19000,Sedan
30,Female,Salaried,Married,Graduate,1,Yes,Yes,No,38100,0,38100,51000,SUV
30,Male,Salaried,Married,Graduate,2,Yes,No,No,38800,0,38800,37000,Sedan
30,Male,Business,Married,Graduate,1,No,No,No,37100,0,37100,54000,Sedan
30,Male,Salaried,Married,Graduate,2,No,Yes,No,37100,,37100,34000,Sedan
29,Male,Business,Married,Post Graduate,2,No,No,Yes,79000,40600,119600,20000,Hatchback
29,Male,Business,Married,Post Graduate,3,Yes,No,Yes,71500,40900,112400,25000,Hatchback
29,Male,Business,Married,Post Graduate,2,Yes,No,Yes,76100,32400,108500,28000,Hatchback
29,Male,Salaried,Married,Post Graduate,3,Yes,Yes,Yes,79700,28800,108500,32000,Hatchback
29,Male,Salaried,Married,Post Graduate,4,No,No,Yes,78600,28600,107200,32000,Hatchback
29,Male,Salaried,Married,Post Graduate,3,No,Yes,Yes,74900,32300,107200,29000,Sedan
29,Male,Salaried,Married,Post Graduate,3,No,Yes,Yes,76800,30600,107400,22000,Hatchback
29,Male,Salaried,Married,Post Graduate,2,Yes,Yes,Yes,65000,40000,105000,23000,Sedan
29,Male,Business,Married,Post Graduate,3,No,Yes,Yes,75200,30100,105300,22000,Hatchback
29,Male,Business,Married,Post Graduate,2,No,Yes,Yes,64200,40900,105100,37000,Sedan
29,Male,Business,Married,Post Graduate,3,Yes,Yes,Yes,64900,40800,105700,24000,Sedan
29,Male,Salaried,Married,Post Graduate,3,Yes,No,Yes,73800,30200,104000,31000,Sedan
29,Female,Business,Married,Post Graduate,1,Yes,No,Yes,64700,38600,103300,53000,Sedan
29,Male,Salaried,Married,Post Graduate,3,No,No,Yes,70800,32900,103700,28000,Hatchback
29,Male,Salaried,Married,Post Graduate,2,Yes,Yes,Yes,75400,27600,103000,25000,Hatchback
29,Male,Salaried,Married,Post Graduate,3,Yes,No,Yes,77300,25500,102800,19000,Sedan
29,,Business,Married,Post Graduate,3,No,Yes,Yes,75600,27900,103500,19000,Sedan
29,Female,Business,Married,Post Graduate,2,No,No,Yes,63300,38300,101600,49000,SUV
29,Male,Business,Married,Post Graduate,1,Yes,No,Yes,63600,38100,101700,46000,Sedan
29,Female,Business,Married,Post Graduate,2,Yes,No,Yes,61800,40100,101900,36000,SUV
29,Male,Salaried,Married,Post Graduate,4,No,No,Yes,66300,35500,101800,29000,Hatchback
29,Male,Business,Married,Graduate,3,Yes,No,Yes,60700,40000,100700,30000,Hatchback
29,Male,Business,Married,Post Graduate,2,Yes,No,Yes,61900,38800,100700,50000,Sedan
29,Male,Salaried,Married,Post Graduate,2,No,No,Yes,63700,35700,99400,42000,Sedan
29,Female,Business,Married,Post Graduate,1,Yes,Yes,Yes,59800,38000,97800,52000,SUV
29,Male,Salaried,Married,Post Graduate,4,No,No,Yes,65600,32600,98200,28000,Sedan
29,Male,Salaried,Married,Post Graduate,2,Yes,No,Yes,57000,38100,95100,47000,Sedan
29,Male,Salaried,Married,Post Graduate,3,Yes,No,Yes,64400,30300,94700,22000,Hatchback
29,Male,Salaried,Married,Post Graduate,3,Yes,Yes,Yes,64100,30100,94200,22000,Hatchback
29,Female,Business,Married,Post Graduate,2,Yes,No,Yes,55100,38700,93800,48000,Sedan
29,Male,Salaried,Married,Post Graduate,3,No,Yes,Yes,65500,28800,94300,33000,Hatchback
29,Male,Business,Married,Post Graduate,2,No,No,Yes,61900,30700,92600,32000,Sedan
29,Male,Salaried,Married,Post Graduate,2,Yes,No,Yes,61600,30300,91900,22000,Hatchback
29,Male,Salaried,Married,Graduate,4,Yes,Yes,Yes,58100,32400,90500,28000,Hatchback
29,Male,Salaried,Married,Graduate,2,Yes,No,Yes,58000,32300,90300,28000,Sedan
29,Male,Business,Married,Graduate,3,No,No,Yes,50900,40000,90900,23000,Sedan
29,Male,Business,Married,Post Graduate,2,No,No,Yes,60900,30800,91700,22000,Sedan
29,Male,Salaried,Married,Graduate,4,Yes,No,Yes,56500,32900,89400,29000,Hatchback
29,Male,Business,Married,Graduate,4,Yes,No,Yes,56400,32400,88800,27000,Sedan
29,Male,Salaried,Married,Graduate,3,No,Yes,Yes,59000,,87700,29000,Hatchback
29,Male,Salaried,Married,Graduate,4,No,No,Yes,52600,35100,87700,28000,Hatchback
29,Male,Salaried,Married,Graduate,4,No,No,Yes,47600,40200,87800,27000,Sedan
29,Male,Business,Married,Graduate,3,Yes,No,Yes,47100,40400,87500,26000,Sedan
29,Male,Business,Married,Graduate,2,No,Yes,Yes,59900,27900,87800,32000,Hatchback
29,Male,Business,Married,Post Graduate,3,No,No,Yes,61800,25000,86800,18000,Sedan
29,Male,Business,Married,Graduate,4,Yes,Yes,Yes,45900,40600,86500,32000,Hatchback
29,Male,Business,Married,Graduate,3,Yes,No,Yes,40000,45600,85600,22000,Hatchback
29,Male,Business,Married,Post Graduate,2,Yes,No,Yes,60700,25500,86200,20000,Hatchback
29,Female,Business,Married,Graduate,2,No,No,Yes,42400,40700,83100,46000,Sedan
29,Male,Business,Married,Graduate,3,No,No,Yes,56700,25000,81700,20000,Sedan
29,Male,Salaried,Married,Graduate,3,Yes,Yes,Yes,52000,28400,80400,33000,Hatchback
29,Male,Salaried,Married,Graduate,2,No,Yes,Yes,55100,900,56000,20000,Hatchback
29,Male,Business,Single,Post Graduate,2,Yes,No,No,79100,0,79100,32000,Hatchback
29,Male,Business,Married,Graduate,2,No,No,Yes,53200,26600,79800,30000,Hatchback
29,Male,Business,Single,Post Graduate,2,No,Yes,No,78700,0,78700,32000,Hatchback
29,Male,Business,Married,Post Graduate,2,Yes,Yes,No,78700,0,78700,21000,Sedan
29,Male,Salaried,Married,Graduate,3,No,Yes,Yes,52800,25400,78200,20000,Hatchback
29,Male,Business,Married,Post Graduate,2,Yes,Yes,No,77700,0,77700,20000,Sedan
29,,Salaried,Married,Post Graduate,4,No,No,No,76900,0,76900,18000,Sedan
29,Male,Salaried,Married,Post Graduate,3,Yes,No,No,75600,0,75600,23000,Sedan
29,Male,Salaried,Married,Graduate,3,No,No,Yes,44300,30300,74600,26000,Sedan
29,Male,Business,Married,Post Graduate,3,Yes,Yes,No,73400,0,73400,29000,Hatchback
29,Male,Business,Married,Post Graduate,3,No,No,No,73800,0,73800,28000,Hatchback
29,Male,Business,Single,Post Graduate,2,No,No,No,73100,,73100,23000,Hatchback
29,Male,Business,Married,Graduate,3,Yes,No,Yes,46900,400,47300,20000,Hatchback
29,Male,Business,Married,Post Graduate,3,Yes,No,No,73400,0,73400,20000,Sedan
29,,Business,Married,Post Graduate,3,Yes,Yes,No,73000,0,73000,19000,Sedan
29,Male,Business,Married,Post Graduate,3,No,No,No,72300,0,72300,33000,Hatchback
29,Male,Business,Married,Graduate,3,Yes,Yes,Yes,49800,23500,73300,20000,Sedan
29,Male,Business,Married,Post Graduate,2,No,No,No,69300,0,69300,20000,Sedan
29,Male,Business,Married,Post Graduate,3,Yes,No,No,68200,0,68200,26000,Sedan
29,Male,Salaried,Married,Graduate,3,Yes,No,Yes,42700,25300,68000,21000,Sedan
29,Male,Salaried,Single,Post Graduate,2,No,Yes,No,66700,0,66700,24000,Hatchback
29,Male,Salaried,Married,Post Graduate,3,Yes,No,No,66900,0,66900,23000,Hatchback
29,Male,Business,Single,Post Graduate,2,Yes,No,No,66400,0,66400,20000,Hatchback
29,Male,Business,Married,Post Graduate,4,No,No,No,65800,0,65800,33000,Hatchback
29,Male,Salaried,Married,Post Graduate,4,No,Yes,No,65100,0,65100,32000,Hatchback
29,Male,Salaried,Married,Post Graduate,3,No,Yes,No,65600,0,65600,20000,Sedan
29,Male,Salaried,Married,Post Graduate,1,No,No,No,64900,0,64900,40000,Sedan
29,Male,Salaried,Married,Post Graduate,2,Yes,No,No,64200,0,64200,39000,Sedan
29,Male,Salaried,Married,Post Graduate,2,Yes,Yes,No,64900,0,64900,35000,Sedan
29,Male,Business,Married,Post Graduate,3,Yes,Yes,No,64400,0,64400,32000,Hatchback
29,Male,Salaried,Married,Post Graduate,1,Yes,Yes,No,63100,0,63100,50000,Sedan
29,Male,Business,Married,Post Graduate,2,Yes,Yes,No,63800,0,63800,32000,Hatchback
29,Male,Salaried,Married,Post Graduate,4,No,Yes,No,63000,0,63000,31000,Sedan
29,Male,Salaried,Married,Post Graduate,3,Yes,Yes,No,63500,0,63500,22000,Hatchback
29,Male,Salaried,Single,Post Graduate,0,Yes,Yes,No,62300,,62300,20000,Hatchback
29,Male,Salaried,Married,Post Graduate,2,Yes,No,No,61200,0,61200,43000,Sedan
29,Female,Business,Married,Post Graduate,1,Yes,No,No,60800,0,60800,32000,SUV
29,Female,Salaried,Single,Post Graduate,2,No,No,No,58200,,58200,43000,Sedan
29,Female,Salaried,Married,Post Graduate,1,No,No,No,57700,,57700,38000,Sedan
29,Female,Business,Married,Post Graduate,1,No,Yes,No,57600,0,57600,34000,Sedan
29,,Salaried,Married,Graduate,3,No,No,No,57900,0,57900,18000,Sedan
29,Male,Salaried,Married,Post Graduate,2,No,Yes,No,56000,0,56000,45000,Sedan
29,Male,Business,Single,Post Graduate,2,Yes,No,No,56600,0,56600,40000,Sedan
29,Male,Business,Single,Graduate,2,Yes,No,No,56100,0,56100,28000,Hatchback
29,Male,Business,Single,Graduate,2,Yes,No,No,54500,0,54500,22000,Hatchback
29,Male,Business,Married,Graduate,4,No,No,No,51800,0,51800,31000,Hatchback
29,Male,Business,Married,Graduate,3,No,Yes,No,51400,0,51400,24000,Sedan
29,Male,Business,Married,Graduate,3,No,No,No,50900,,50900,26000,Hatchback
29,Male,Salaried,Married,Graduate,3,Yes,Yes,No,49400,,49400,24000,Sedan
29,Male,Business,Married,Graduate,3,Yes,Yes,No,43700,0,43700,26000,Sedan
29,Male,Business,Married,Graduate,2,No,Yes,No,42500,,42500,29000,Hatchback
29,Male,Business,Married,Graduate,3,No,Yes,No,42600,0,42600,25000,Hatchback
29,Male,Salaried,Married,Graduate,1,Yes,No,No,41600,0,41600,48000,Sedan
29,Female,Salaried,Married,Graduate,1,No,Yes,No,39100,0,39100,51000,SUV
29,Male,Salaried,Married,Graduate,1,No,No,No,39500,,39500,51000,Sedan
29,Female,Business,Married,Graduate,1,No,Yes,No,39900,0,39900,32000,Sedan
29,Male,Business,Married,Graduate,2,Yes,No,No,37100,0,37100,44000,Sedan
29,Female,Salaried,Single,Graduate,2,No,Yes,No,37100,0,37100,31000,Sedan
28,Male,Business,Married,Post Graduate,4,No,Yes,Yes,69200,45400,114600,30000,Hatchback
28,Male,Business,Married,Post Graduate,4,No,Yes,Yes,72500,40300,112800,32000,Hatchback
28,Male,Salaried,Married,Post Graduate,2,Yes,Yes,Yes,71800,800,72600,20000,Hatchback
28,Male,Salaried,Married,Post Graduate,3,Yes,No,Yes,74700,35100,109800,33000,Hatchback
28,Male,Business,Married,Post Graduate,2,No,No,Yes,78400,30300,108700,23000,Sedan
28,Male,Salaried,Married,Post Graduate,2,No,No,Yes,79700,28700,108400,32000,Hatchback
28,Male,Business,Married,Post Graduate,4,No,No,Yes,79900,28400,108300,29000,Hatchback
28,Male,Salaried,Married,Post Graduate,3,Yes,Yes,Yes,67000,40200,107200,24000,Sedan
28,Male,Business,Married,Post Graduate,4,No,Yes,Yes,65800,40100,105900,32000,Hatchback
28,Male,Business,Married,Post Graduate,3,No,No,Yes,65000,40400,105400,29000,Sedan
28,Male,Business,Married,Post Graduate,2,No,No,Yes,64500,40000,104500,42000,Sedan
28,Female,Salaried,Married,Post Graduate,1,No,Yes,Yes,64800,40900,105700,39000,Sedan
28,Male,Salaried,Married,Post Graduate,2,No,No,Yes,72200,32800,105000,28000,Hatchback
28,Male,Salaried,Married,Post Graduate,3,Yes,No,Yes,64800,40500,105300,25000,Hatchback
28,Male,Business,Married,Post Graduate,3,Yes,Yes,Yes,75800,28500,104300,33000,Hatchback
28,Male,Business,Married,Post Graduate,4,No,No,Yes,80900,23700,104600,27000,Sedan
28,Male,Salaried,Married,Post Graduate,1,No,No,Yes,61600,40500,102100,39000,Sedan
28,Male,Business,Married,Post Graduate,2,No,No,Yes,69000,32500,101500,27000,Hatchback
28,Male,Business,Married,Post Graduate,2,Yes,No,Yes,62300,38800,101100,52000,Sedan
28,Male,Salaried,Married,Post Graduate,3,No,No,Yes,71000,28900,99900,32000,Hatchback
28,Male,Business,Married,Post Graduate,3,Yes,Yes,Yes,69300,30100,99400,27000,Sedan
28,Male,Salaried,Married,Post Graduate,4,No,No,Yes,70900,28900,99800,29000,Hatchback
28,Male,Business,Married,Post Graduate,3,Yes,No,Yes,68500,30900,99400,24000,Sedan
28,Male,Salaried,Married,Post Graduate,3,Yes,No,Yes,63600,35300,98900,21000,Sedan
28,Male,Business,Married,Graduate,3,Yes,Yes,Yes,53400,45800,99200,21000,Sedan
28,Male,Business,Married,Post Graduate,3,Yes,Yes,Yes,69000,28100,97100,30000,Hatchback
28,Male,Salaried,Married,Graduate,4,No,Yes,Yes,55300,40000,95300,28000,Hatchback
28,Male,Business,Married,Post Graduate,4,No,Yes,Yes,63900,32400,96300,28000,Sedan
28,Male,Salaried,Married,Graduate,4,No,Yes,Yes,54900,40000,94900,33000,Hatchback
28,Male,Salaried,Married,Post Graduate,2,No,No,Yes,66000,28100,94100,32000,Hatchback
28,Male,Business,Married,Post Graduate,3,No,No,Yes,63400,30300,93700,24000,Sedan
28,Male,Business,Married,Post Graduate,2,No,No,Yes,63100,30100,93200,23000,Sedan
28,Male,Business,Married,Post Graduate,3,Yes,No,Yes,62800,30700,93500,26000,Hatchback
28,Male,Salaried,Married,Post Graduate,3,No,No,Yes,61800,30700,92500,26000,Sedan
28,Male,Salaried,Married,Post Graduate,3,Yes,No,Yes,64700,27900,92600,24000,Sedan
28,Male,Salaried,Married,Post Graduate,4,Yes,No,Yes,62500,28300,90800,31000,Sedan
28,Male,Business,Married,Post Graduate,4,No,No,Yes,62700,27300,90000,31000,Sedan
28,,Business,Married,Graduate,4,Yes,No,Yes,48600,30200,78800,18000,Sedan
28,Male,Business,Married,Post Graduate,3,Yes,Yes,Yes,65500,22900,88400,23000,Sedan
28,,Salaried,Married,Post Graduate,3,Yes,Yes,Yes,62200,25200,87400,19000,Sedan
28,Male,Salaried,Married,Post Graduate,3,No,No,Yes,61500,25800,87300,20000,Hatchback
28,Male,Salaried,Married,Post Graduate,3,Yes,Yes,Yes,60400,25500,85900,18000,Sedan
28,Male,Salaried,Married,Graduate,4,Yes,No,Yes,56300,28900,85200,31000,Hatchback
28,Male,Salaried,Married,Graduate,2,Yes,Yes,Yes,44800,40300,85100,26000,Hatchback
28,Male,Business,Married,Graduate,4,Yes,Yes,Yes,43600,40400,84000,32000,Hatchback
28,Male,Salaried,Married,Graduate,3,No,Yes,Yes,53700,30000,83700,24000,Hatchback
28,Male,Business,Married,Graduate,3,Yes,Yes,Yes,59700,24000,83700,19000,Hatchback
28,Male,Salaried,Married,Graduate,2,Yes,No,Yes,58300,24200,82500,27000,Hatchback
28,Female,Salaried,Married,Graduate,1,No,No,Yes,43300,38500,81800,52000,Sedan
28,Male,Salaried,Married,Graduate,4,No,Yes,Yes,41000,40800,81800,33000,Hatchback
28,Male,Salaried,Married,Graduate,2,No,No,Yes,50700,30800,81500,26000,Hatchback
28,Male,Business,Married,Post Graduate,3,No,No,No,80400,0,80400,20000,Sedan
28,Male,Business,Married,Graduate,3,Yes,Yes,Yes,49900,30800,80700,24000,Hatchback
28,Male,Salaried,Married,Graduate,3,No,Yes,Yes,54900,25000,79900,21000,Sedan
28,Male,Salaried,Married,Graduate,2,Yes,No,Yes,54900,25000,79900,20000,Hatchback
28,Male,Business,Married,Graduate,4,No,Yes,Yes,50700,28000,78700,32000,Hatchback
28,Male,Salaried,Married,Graduate,4,Yes,Yes,Yes,50100,28000,78100,30000,Hatchback
28,Male,Salaried,Married,Graduate,3,Yes,No,Yes,48400,30300,78700,22000,Hatchback
28,Male,Business,Married,Graduate,2,No,No,Yes,53200,25400,78600,20000,Sedan
28,Female,Salaried,Married,Graduate,1,No,Yes,Yes,37000,40800,77800,35000,Sedan
28,Male,Business,Married,Post Graduate,1,Yes,Yes,No,76800,0,76800,30000,Hatchback
28,Male,Business,Married,Post Graduate,2,Yes,No,No,76200,0,76200,25000,Hatchback
28,Male,Business,Single,Post Graduate,0,Yes,Yes,No,76600,0,76600,20000,Hatchback
28,Male,Salaried,Married,Post Graduate,3,No,No,No,75200,0,75200,29000,Hatchback
28,Male,Salaried,Married,Post Graduate,3,No,Yes,No,74000,0,74000,21000,Sedan
28,Male,Salaried,Married,Post Graduate,4,No,No,No,73900,0,73900,29000,Hatchback
28,Male,Salaried,Married,Post Graduate,3,Yes,Yes,No,73000,0,73000,22000,Hatchback
